"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"460","2013-10-01 09:56:30","2013-10-01 10:04:10","229","Great Jones St","40.72743423","-73.99379025","419","Carlton Ave & Park Ave","40.69580705","-73.97355569","16090","Subscriber","1965","1"
"549","2013-10-01 09:56:30","2013-10-01 10:05:39","280","E 10 St & 5 Ave","40.73331967","-73.99510132","476","E 31 St & 3 Ave","40.74394314","-73.97966069","16835","Subscriber","1972","2"
"1131","2013-10-01 09:56:30","2013-10-01 10:15:21","468","Broadway & W 55 St","40.7652654","-73.98192338","402","Broadway & E 22 St","40.7403432","-73.98955109","16417","Subscriber","1960","2"
"282","2013-10-01 09:56:33","2013-10-01 10:01:15","244","Willoughby Ave & Hall St","40.69196035","-73.96536851","384","Fulton St & Waverly Ave","40.68317813","-73.9659641","18013","Subscriber","1955","1"
"312","2013-10-01 09:56:34","2013-10-01 10:01:46","498","Broadway & W 32 St","40.74854862","-73.98808416","494","W 26 St & 8 Ave","40.74734825","-73.99723551","17672","Subscriber","1985","2"
"801","2013-10-01 09:56:36","2013-10-01 10:09:57","359","E 47 St & Park Ave","40.75510267","-73.97498696","495","W 47 St & 10 Ave","40.76269882","-73.99301222","19844","Subscriber","1976","2"
"286","2013-10-01 09:56:38","2013-10-01 10:01:24","380","W 4 St & 7 Ave S","40.73401143","-74.00293877","253","W 13 St & 5 Ave","40.73543934","-73.99453948","19924","Subscriber","1987","1"
"259","2013-10-01 09:56:38","2013-10-01 10:00:57","345","W 13 St & 6 Ave","40.73649403","-73.99704374","294","Washington Square E","40.73049393","-73.9957214","19538","Subscriber","1980","1"
"2688","2013-10-01 09:56:39","2013-10-01 10:41:27","478","11 Ave & W 41 St","40.76030096","-73.99884222","82","St James Pl & Pearl St","40.71117416","-74.00016545","17515","Subscriber","1982","2"
"456","2013-10-01 09:56:41","2013-10-01 10:04:17","507","E 25 St & 2 Ave","40.73912601","-73.97973776","459","W 20 St & 11 Ave","40.746745","-74.007756","18341","Subscriber","1994","2"
"520","2013-10-01 09:56:45","2013-10-01 10:05:25","485","W 37 St & 5 Ave","40.75038009","-73.98338988","367","E 53 St & Lexington Ave","40.75828065","-73.97069431","15621","Subscriber","1970","1"
"478","2013-10-01 09:56:45","2013-10-01 10:04:43","147","Greenwich St & Warren St","40.71542197","-74.01121978","386","Centre St & Worth St","40.71494807","-74.00234482","18158","Subscriber","1971","2"
"261","2013-10-01 09:56:50","2013-10-01 10:01:11","458","11 Ave & W 27 St","40.751396","-74.005226","212","W 16 St & The High Line","40.74334935","-74.00681753","20623","Subscriber","1967","1"
"1706","2013-10-01 09:56:51","2013-10-01 10:25:17","481","S 3 St & Bedford Ave","40.71260486","-73.96264403","128","MacDougal St & Prince St","40.72710258","-74.00297088","16848","Subscriber","1989","2"
"268","2013-10-01 09:56:53","2013-10-01 10:01:21","308","St James Pl & Oliver St","40.71307916","-73.99851193","330","Reade St & Broadway","40.71450451","-74.00562789","18060","Subscriber","1979","2"
"2586","2013-10-01 09:56:53","2013-10-01 10:39:59","314","Montague St & Clinton St","40.69424674","-73.99215922","458","11 Ave & W 27 St","40.751396","-74.005226","17806","Subscriber","1984","2"
"1370","2013-10-01 09:56:54","2013-10-01 10:19:44","360","William St & Pine St","40.70717936","-74.00887308","430","York St & Jay St","40.7014851","-73.98656928","18171","Subscriber","1982","1"
"599","2013-10-01 09:56:57","2013-10-01 10:06:56","522","E 51 St & Lexington Ave","40.75714758","-73.97207836","457","Broadway & W 58 St","40.76695317","-73.98169333","17193","Subscriber","1959","1"
"2574","2013-10-01 09:56:57","2013-10-01 10:39:51","271","Ashland Pl & Hanson Pl","40.68528172","-73.97805813","144","Nassau St & Navy St","40.69839895","-73.98068914","18235","Subscriber","1981","2"
"490","2013-10-01 09:56:59","2013-10-01 10:05:09","2021","W 45 St & 8 Ave","40.75929124","-73.98859651","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","19945","Subscriber","1979","1"
"1096","2013-10-01 09:57:00","2013-10-01 10:15:16","298","3 Ave & Schermerhorn St","40.68683208","-73.9796772","263","Elizabeth St & Hester St","40.71729","-73.996375","16139","Subscriber","1983","2"
"396","2013-10-01 09:57:02","2013-10-01 10:03:38","358","Christopher St & Greenwich St","40.73291553","-74.00711384","375","Mercer St & Bleecker St","40.72679454","-73.99695094","17014","Subscriber","1976","1"
"525","2013-10-01 09:57:04","2013-10-01 10:05:49","492","W 33 St & 7 Ave","40.75019995","-73.99093085","167","E 39 St & 3 Ave","40.7489006","-73.97604882","16541","Subscriber","1970","1"
"559","2013-10-01 09:57:04","2013-10-01 10:06:23","507","E 25 St & 2 Ave","40.73912601","-73.97973776","474","5 Ave & E 29 St","40.7451677","-73.98683077","15937","Subscriber","1963","1"
"336","2013-10-01 09:57:04","2013-10-01 10:02:40","335","Washington Pl & Broadway","40.72903917","-73.99404649","257","Lispenard St & Broadway","40.71939226","-74.00247214","15771","Subscriber","1988","1"
"1073","2013-10-01 09:57:05","2013-10-01 10:14:58","492","W 33 St & 7 Ave","40.75019995","-73.99093085","164","E 47 St & 2 Ave","40.75323098","-73.97032517","16081","Subscriber","1968","1"
"1937","2013-10-01 09:57:07","2013-10-01 10:29:24","404","9 Ave & W 14 St","40.7405826","-74.00550867","514","12 Ave & W 40 St","40.76087502","-74.00277668","17532","Subscriber","1969","1"
"622","2013-10-01 09:57:10","2013-10-01 10:07:32","472","E 32 St & Park Ave","40.7457121","-73.98194829","367","E 53 St & Lexington Ave","40.75828065","-73.97069431","17889","Subscriber","1987","2"
"757","2013-10-01 09:57:10","2013-10-01 10:09:47","336","Sullivan St & Washington Sq","40.73047747","-73.99906065","312","Allen St & E Houston St","40.722055","-73.989111","15763","Subscriber","1972","2"
"434","2013-10-01 09:57:11","2013-10-01 10:04:25","444","Broadway & W 24 St","40.7423543","-73.98915076","507","E 25 St & 2 Ave","40.73912601","-73.97973776","17925","Subscriber","1970","1"
"6728","2013-10-01 09:57:12","2013-10-01 11:49:20","352","W 56 St & 6 Ave","40.76340613","-73.97722479","237","E 11 St & 2 Ave","40.73047309","-73.98672378","16288","Subscriber","1955","1"
"519","2013-10-01 09:57:12","2013-10-01 10:05:51","116","W 17 St & 8 Ave","40.74177603","-74.00149746","489","10 Ave & W 28 St","40.75066386","-74.00176802","14975","Subscriber","1984","1"
"585","2013-10-01 09:57:14","2013-10-01 10:06:59","173","Broadway & W 49 St","40.76064679","-73.98442659","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","20640","Subscriber","1984","1"
"1727","2013-10-01 09:57:15","2013-10-01 10:26:02","356","Bialystoker Pl & Delancey St","40.71622644","-73.98261206","385","E 55 St & 2 Ave","40.75797322","-73.96603308","16998","Subscriber","1978","1"
"364","2013-10-01 09:57:19","2013-10-01 10:03:23","168","W 18 St & 6 Ave","40.73971301","-73.99456405","475","E 16 St & Irving Pl","40.73524276","-73.98758561","15718","Subscriber","1987","1"
"490","2013-10-01 09:57:19","2013-10-01 10:05:29","242","Flushing Ave & Carlton Ave","40.69788349","-73.97350332","375","Mercer St & Bleecker St","40.72679454","-73.99695094","16599","Subscriber","1973","1"
"936","2013-10-01 09:57:23","2013-10-01 10:12:59","457","Broadway & W 58 St","40.76695317","-73.98169333","290","2 Ave & E 58 St","40.76020258","-73.96478473","20330","Subscriber","1970","1"
"1038","2013-10-01 09:57:24","2013-10-01 10:14:42","466","W 25 St & 6 Ave","40.74395411","-73.99144871","257","Lispenard St & Broadway","40.71939226","-74.00247214","18181","Subscriber","1989","1"
"1233","2013-10-01 09:57:28","2013-10-01 10:18:01","464","E 56 St & 3 Ave","40.75934501","-73.96759673","422","W 59 St & 10 Ave","40.770513","-73.988038","14541","Subscriber","1956","2"
"666","2013-10-01 09:57:28","2013-10-01 10:08:34","519","Pershing Square N","40.75188406","-73.97770164","496","E 16 St & 5 Ave","40.73726186","-73.99238967","17354","Subscriber","1953","1"
"2319","2013-10-01 09:57:28","2013-10-01 10:36:07","347","W Houston St & Hudson St","40.72873888","-74.00748842","444","Broadway & W 24 St","40.7423543","-73.98915076","19907","Subscriber","1964","1"
"1924","2013-10-01 09:57:31","2013-10-01 10:29:35","128","MacDougal St & Prince St","40.72710258","-74.00297088","151","Cleveland Pl & Spring St","40.7218158","-73.99720307","18442","Subscriber","1959","1"
"726","2013-10-01 09:57:34","2013-10-01 10:09:40","332","Cherry St","40.71219906","-73.97948148","487","E 20 St & FDR Drive","40.73314259","-73.97573881","19483","Subscriber","1970","1"
"846","2013-10-01 09:57:38","2013-10-01 10:11:44","521","8 Ave & W 31 St","40.75044999","-73.99481051","536","1 Ave & E 30 St","40.74144387","-73.97536082","16591","Subscriber","1981","1"
"451","2013-10-01 09:57:39","2013-10-01 10:05:10","335","Washington Pl & Broadway","40.72903917","-73.99404649","435","W 21 St & 6 Ave","40.74173969","-73.99415556","17584","Subscriber","1970","1"
"415","2013-10-01 09:57:39","2013-10-01 10:04:34","82","St James Pl & Pearl St","40.71117416","-74.00016545","427","State St","40.70251526","-74.01427023","15390","Subscriber","1982","1"
"318","2013-10-01 09:57:41","2013-10-01 10:02:59","366","Clinton Ave & Myrtle Ave","40.693261","-73.968896","239","Willoughby St & Fleet St","40.69196566","-73.9813018","15777","Subscriber","1969","1"
"555","2013-10-01 09:57:42","2013-10-01 10:06:57","442","W 27 St & 7 Ave","40.746647","-73.993915","540","Lexington Ave & E 26 St","40.74147286","-73.98320928","20356","Subscriber","1962","1"
"902","2013-10-01 09:57:44","2013-10-01 10:12:46","474","5 Ave & E 29 St","40.7451677","-73.98683077","293","Lafayette St & E 8 St","40.73028666","-73.9907647","15231","Subscriber","1972","1"
"597","2013-10-01 09:57:45","2013-10-01 10:07:42","128","MacDougal St & Prince St","40.72710258","-74.00297088","195","Liberty St & Broadway","40.70905623","-74.01043382","17560","Subscriber","1989","1"
"670","2013-10-01 09:57:47","2013-10-01 10:08:57","247","Perry St & Bleecker St","40.73535398","-74.00483091","2021","W 45 St & 8 Ave","40.75929124","-73.98859651","18146","Subscriber","1968","1"
"2985","2013-10-01 09:57:49","2013-10-01 10:47:34","293","Lafayette St & E 8 St","40.73028666","-73.9907647","510","W 51 St & 6 Ave","40.7606597","-73.98042047","15538","Subscriber","1983","2"
"287","2013-10-01 09:57:54","2013-10-01 10:02:41","153","E 40 St & 5 Ave","40.752062307","-73.9816324043","518","E 39 St & 2 Ave","40.74780373","-73.9734419","14917","Subscriber","1970","1"
"983","2013-10-01 09:57:57","2013-10-01 10:14:20","519","Pershing Square N","40.75188406","-73.97770164","380","W 4 St & 7 Ave S","40.73401143","-74.00293877","15357","Customer",\N,"0"
"623","2013-10-01 09:57:57","2013-10-01 10:08:20","398","Atlantic Ave & Furman St","40.69165183","-73.9999786","322","Clinton St & Tillary St","40.696192","-73.991218","18548","Customer",\N,"0"
"273","2013-10-01 09:57:57","2013-10-01 10:02:30","265","Stanton St & Chrystie St","40.72229346","-73.99147535","375","Mercer St & Bleecker St","40.72679454","-73.99695094","15830","Subscriber","1989","1"
"128","2013-10-01 09:58:00","2013-10-01 10:00:08","293","Lafayette St & E 8 St","40.73028666","-73.9907647","357","E 11 St & Broadway","40.73261787","-73.99158043","19586","Subscriber","1966","1"
"722","2013-10-01 09:58:01","2013-10-01 10:10:03","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","116","W 17 St & 8 Ave","40.74177603","-74.00149746","20583","Subscriber","1974","1"
"1422","2013-10-01 09:58:01","2013-10-01 10:21:43","519","Pershing Square N","40.75188406","-73.97770164","264","Maiden Ln & Pearl St","40.70706456","-74.00731853","16877","Subscriber","1974","1"
"551","2013-10-01 09:58:01","2013-10-01 10:07:12","334","W 20 St & 7 Ave","40.74238787","-73.99726235","127","Barrow St & Hudson St","40.73172428","-74.00674436","16017","Subscriber","1981","1"
"375","2013-10-01 09:58:02","2013-10-01 10:04:17","468","Broadway & W 55 St","40.7652654","-73.98192338","173","Broadway & W 49 St","40.76064679","-73.98442659","16601","Subscriber","1950","2"
"318","2013-10-01 09:58:04","2013-10-01 10:03:22","469","Broadway & W 53 St","40.76344058","-73.98268129","153","E 40 St & 5 Ave","40.752062307","-73.9816324043","17749","Subscriber","1967","1"
"2198","2013-10-01 09:58:04","2013-10-01 10:34:42","253","W 13 St & 5 Ave","40.73543934","-73.99453948","128","MacDougal St & Prince St","40.72710258","-74.00297088","16202","Customer",\N,"0"
"1276","2013-10-01 09:58:04","2013-10-01 10:19:20","467","Dean St & 4 Ave","40.68312489","-73.97895137","257","Lispenard St & Broadway","40.71939226","-74.00247214","15148","Subscriber","1988","2"
"360","2013-10-01 09:58:05","2013-10-01 10:04:05","151","Cleveland Pl & Spring St","40.7218158","-73.99720307","368","Carmine St & 6 Ave","40.73038599","-74.00214988","19960","Subscriber","1982","1"
"1176","2013-10-01 09:58:05","2013-10-01 10:17:41","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","127","Barrow St & Hudson St","40.73172428","-74.00674436","20122","Subscriber","1973","1"
"636","2013-10-01 09:58:07","2013-10-01 10:08:43","422","W 59 St & 10 Ave","40.770513","-73.988038","352","W 56 St & 6 Ave","40.76340613","-73.97722479","20341","Subscriber","1967","1"
"683","2013-10-01 09:58:09","2013-10-01 10:09:32","490","8 Ave & W 33 St","40.751551","-73.993934","466","W 25 St & 6 Ave","40.74395411","-73.99144871","16976","Subscriber","1967","1"
"368","2013-10-01 09:58:12","2013-10-01 10:04:20","426","West St & Chambers St","40.71754834","-74.01322069","348","W Broadway & Spring St","40.72490985","-74.00154702","19495","Subscriber","1975","1"
"1564","2013-10-01 09:58:13","2013-10-01 10:24:17","519","Pershing Square N","40.75188406","-73.97770164","127","Barrow St & Hudson St","40.73172428","-74.00674436","16306","Subscriber","1962","1"
"280","2013-10-01 09:58:19","2013-10-01 10:02:59","485","W 37 St & 5 Ave","40.75038009","-73.98338988","472","E 32 St & Park Ave","40.7457121","-73.98194829","19829","Subscriber","1955","1"
"758","2013-10-01 09:58:20","2013-10-01 10:10:58","160","E 37 St & Lexington Ave","40.748238","-73.978311","446","W 24 St & 7 Ave","40.74487634","-73.99529885","18750","Subscriber","1955","1"
"1011","2013-10-01 09:58:27","2013-10-01 10:15:18","454","E 51 St & 1 Ave","40.75455731","-73.96592976","499","Broadway & W 60 St","40.76915505","-73.98191841","17330","Subscriber","1993","1"
"480","2013-10-01 09:58:29","2013-10-01 10:06:29","127","Barrow St & Hudson St","40.73172428","-74.00674436","168","W 18 St & 6 Ave","40.73971301","-73.99456405","18921","Subscriber","1971","1"
"402","2013-10-01 09:58:31","2013-10-01 10:05:13","173","Broadway & W 49 St","40.76064679","-73.98442659","153","E 40 St & 5 Ave","40.752062307","-73.9816324043","16229","Subscriber","1988","1"
"931","2013-10-01 09:58:32","2013-10-01 10:14:03","375","Mercer St & Bleecker St","40.72679454","-73.99695094","327","Vesey Pl & River Terrace","40.7153379","-74.01658354","18217","Subscriber","1958","1"
"611","2013-10-01 09:58:33","2013-10-01 10:08:44","519","Pershing Square N","40.75188406","-73.97770164","497","E 17 St & Broadway","40.73704984","-73.99009296","17195","Subscriber","1963","2"
"773","2013-10-01 09:58:34","2013-10-01 10:11:27","285","Broadway & E 14 St","40.73454567","-73.99074142","488","W 39 St & 9 Ave","40.75645824","-73.99372222","19655","Subscriber","1973","2"
"741","2013-10-01 09:58:41","2013-10-01 10:11:02","128","MacDougal St & Prince St","40.72710258","-74.00297088","376","John St & William St","40.70862144","-74.00722156","15039","Subscriber","1969","2"
"564","2013-10-01 09:58:43","2013-10-01 10:08:07","127","Barrow St & Hudson St","40.73172428","-74.00674436","435","W 21 St & 6 Ave","40.74173969","-73.99415556","18886","Subscriber","1967","1"
"367","2013-10-01 09:58:44","2013-10-01 10:04:51","72","W 52 St & 11 Ave","40.76727216","-73.99392888","447","8 Ave & W 52 St","40.76370739","-73.9851615","20550","Subscriber","1958","1"
"524","2013-10-01 09:58:44","2013-10-01 10:07:28","263","Elizabeth St & Hester St","40.71729","-73.996375","229","Great Jones St","40.72743423","-73.99379025","17201","Subscriber","1985","1"
"348","2013-10-01 09:58:44","2013-10-01 10:04:32","334","W 20 St & 7 Ave","40.74238787","-73.99726235","462","W 22 St & 10 Ave","40.74691959","-74.00451887","14965","Subscriber","1990","1"
"766","2013-10-01 09:58:44","2013-10-01 10:11:30","477","W 41 St & 8 Ave","40.75640548","-73.9900262","359","E 47 St & Park Ave","40.75510267","-73.97498696","18838","Subscriber","1980","2"
"1892","2013-10-01 09:58:45","2013-10-01 10:30:17","426","West St & Chambers St","40.71754834","-74.01322069","426","West St & Chambers St","40.71754834","-74.01322069","18303","Subscriber","1956","1"
"240","2013-10-01 09:58:48","2013-10-01 10:02:48","483","E 12 St & 3 Ave","40.73223272","-73.98889957","403","E 2 St & 2 Ave","40.72502876","-73.99069656","15868","Subscriber","1987","1"
"425","2013-10-01 09:58:52","2013-10-01 10:05:57","146","Hudson St & Reade St","40.71625008","-74.0091059","360","William St & Pine St","40.70717936","-74.00887308","19372","Subscriber","1962","1"
"615","2013-10-01 09:58:56","2013-10-01 10:09:11","317","E 6 St & Avenue B","40.72453734","-73.98185424","461","E 20 St & 2 Ave","40.73587678","-73.98205027","17575","Subscriber","1988","1"
"483","2013-10-01 09:59:00","2013-10-01 10:07:03","247","Perry St & Bleecker St","40.73535398","-74.00483091","348","W Broadway & Spring St","40.72490985","-74.00154702","15695","Customer",\N,"0"
"1375","2013-10-01 09:59:04","2013-10-01 10:21:59","2017","E 43 St & 2 Ave","40.75022392","-73.97121414","224","Spruce St & Nassau St","40.71146364","-74.00552427","20215","Subscriber","1991","1"
"2037","2013-10-01 09:59:04","2013-10-01 10:33:01","427","State St","40.70251526","-74.01427023","484","W 44 St & 5 Ave","40.75500254","-73.98014437","14660","Subscriber","1956","1"
"1137","2013-10-01 09:59:06","2013-10-01 10:18:03","404","9 Ave & W 14 St","40.7405826","-74.00550867","546","E 30 St & Park Ave S","40.74444921","-73.98303529","19334","Subscriber","1956","1"
"254","2013-10-01 09:59:10","2013-10-01 10:03:24","509","9 Ave & W 22 St","40.7454973","-74.00197139","375","Mercer St & Bleecker St","40.72679454","-73.99695094","16475","Subscriber","1978","2"
"616","2013-10-01 09:59:11","2013-10-01 10:09:27","174","E 25 St & 1 Ave","40.7381765","-73.97738662","446","W 24 St & 7 Ave","40.74487634","-73.99529885","16262","Subscriber","1986","1"
"438","2013-10-01 09:59:12","2013-10-01 10:06:30","507","E 25 St & 2 Ave","40.73912601","-73.97973776","474","5 Ave & E 29 St","40.7451677","-73.98683077","19321","Subscriber","1975","1"
"1522","2013-10-01 09:59:12","2013-10-01 10:24:34","2006","Central Park S & 6 Ave","40.76590936","-73.97634151","459","W 20 St & 11 Ave","40.746745","-74.007756","18254","Subscriber","1976","1"
"616","2013-10-01 09:59:13","2013-10-01 10:09:29","307","Canal St & Rutgers St","40.71427487","-73.98990025","195","Liberty St & Broadway","40.70905623","-74.01043382","18749","Subscriber","1982","1"
"1510","2013-10-01 09:59:14","2013-10-01 10:24:24","2006","Central Park S & 6 Ave","40.76590936","-73.97634151","300","Shevchenko Pl & E 6 St","40.728145","-73.990214","14878","Subscriber","1973","1"
"1218","2013-10-01 09:59:16","2013-10-01 10:19:34","320","Church St & Leonard St","40.71743998","-74.00583475","497","E 17 St & Broadway","40.73704984","-73.99009296","17516","Subscriber","1992","1"
"1546","2013-10-01 09:59:17","2013-10-01 10:25:03","281","Grand Army Plaza & Central Park S","40.7643971","-73.97371465","2006","Central Park S & 6 Ave","40.76590936","-73.97634151","17774","Customer",\N,"0"
"1618","2013-10-01 09:59:17","2013-10-01 10:26:15","151","Cleveland Pl & Spring St","40.7218158","-73.99720307","523","W 38 St & 8 Ave","40.75466591","-73.99138152","15970","Subscriber","1978","1"
"722","2013-10-01 09:59:20","2013-10-01 10:11:22","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","446","W 24 St & 7 Ave","40.74487634","-73.99529885","18063","Subscriber","1967","1"
"293","2013-10-01 09:59:23","2013-10-01 10:04:16","465","Broadway & W 41 St","40.75513557","-73.98658032","153","E 40 St & 5 Ave","40.752062307","-73.9816324043","19530","Subscriber","1973","1"
"1936","2013-10-01 09:59:26","2013-10-01 10:31:42","427","State St","40.70251526","-74.01427023","514","12 Ave & W 40 St","40.76087502","-74.00277668","20657","Subscriber","1970","2"
"377","2013-10-01 09:59:29","2013-10-01 10:05:46","519","Pershing Square N","40.75188406","-73.97770164","546","E 30 St & Park Ave S","40.74444921","-73.98303529","16631","Subscriber","1980","1"
"131","2013-10-01 09:59:29","2013-10-01 10:01:40","395","Bond St & Schermerhorn St","40.68807003","-73.98410637","298","3 Ave & Schermerhorn St","40.68683208","-73.9796772","16615","Subscriber","1980","1"
"467","2013-10-01 09:59:30","2013-10-01 10:07:17","382","University Pl & E 14 St","40.73492695","-73.99200509","346","Bank St & Hudson St","40.73652889","-74.00618026","20169","Subscriber","1990","2"
"459","2013-10-01 09:59:31","2013-10-01 10:07:10","459","W 20 St & 11 Ave","40.746745","-74.007756","346","Bank St & Hudson St","40.73652889","-74.00618026","14955","Subscriber","1985","2"
"2473","2013-10-01 09:59:31","2013-10-01 10:40:44","356","Bialystoker Pl & Delancey St","40.71622644","-73.98261206","265","Stanton St & Chrystie St","40.72229346","-73.99147535","19803","Subscriber","1968","1"
"520","2013-10-01 09:59:31","2013-10-01 10:08:11","305","E 58 St & 3 Ave","40.76095756","-73.96724467","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","16246","Subscriber","1979","1"
"323","2013-10-01 09:59:32","2013-10-01 10:04:55","367","E 53 St & Lexington Ave","40.75828065","-73.97069431","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","15218","Subscriber","1957","1"
"369","2013-10-01 09:59:33","2013-10-01 10:05:42","173","Broadway & W 49 St","40.76064679","-73.98442659","465","Broadway & W 41 St","40.75513557","-73.98658032","15523","Subscriber","1967","1"
"901","2013-10-01 09:59:37","2013-10-01 10:14:38","502","Henry St & Grand St","40.714215","-73.981346","128","MacDougal St & Prince St","40.72710258","-74.00297088","19766","Subscriber","1952","1"
"653","2013-10-01 09:59:38","2013-10-01 10:10:31","404","9 Ave & W 14 St","40.7405826","-74.00550867","285","Broadway & E 14 St","40.73454567","-73.99074142","16780","Subscriber","1966","1"
"817","2013-10-01 09:59:39","2013-10-01 10:13:16","151","Cleveland Pl & Spring St","40.7218158","-73.99720307","320","Church St & Leonard St","40.71743998","-74.00583475","16218","Subscriber","1973","1"
"464","2013-10-01 09:59:43","2013-10-01 10:07:27","324","DeKalb Ave & Hudson Ave","40.689888","-73.981013","310","State St & Smith St","40.68926942","-73.98912867","16437","Subscriber","1985","1"
"715","2013-10-01 09:59:43","2013-10-01 10:11:38","497","E 17 St & Broadway","40.73704984","-73.99009296","388","W 26 St & 10 Ave","40.749717753","-74.002950346","18386","Subscriber","1979","2"
"665","2013-10-01 09:59:46","2013-10-01 10:10:51","526","E 33 St & 5 Ave","40.74765947","-73.98490707","252","MacDougal St & Washington Sq","40.73226398","-73.99852205","20164","Subscriber","1965","1"
"972","2013-10-01 09:59:49","2013-10-01 10:16:01","382","University Pl & E 14 St","40.73492695","-73.99200509","2004","6 Ave & Broome St","40.724399","-74.004704","15285","Subscriber","1984","1"
"198","2013-10-01 09:59:49","2013-10-01 10:03:07","317","E 6 St & Avenue B","40.72453734","-73.98185424","433","E 13 St & Avenue A","40.72955361","-73.98057249","20011","Subscriber","1991","1"
"397","2013-10-01 09:59:52","2013-10-01 10:06:29","2008","Little West St & 1 Pl","40.70569254","-74.01677685","417","Barclay St & Church St","40.71291224","-74.01020234","16002","Subscriber","1968","1"
"1570","2013-10-01 09:59:52","2013-10-01 10:26:02","276","Duane St & Greenwich St","40.71748752","-74.0104554","276","Duane St & Greenwich St","40.71748752","-74.0104554","18549","Subscriber","1935","1"
"1276","2013-10-01 09:59:52","2013-10-01 10:21:08","324","DeKalb Ave & Hudson Ave","40.689888","-73.981013","2010","Grand St & Greene St","40.72165481","-74.00234737","15306","Subscriber","1981","1"
"974","2013-10-01 09:59:56","2013-10-01 10:16:10","340","Madison St & Clinton St","40.71269042","-73.98776323","503","E 20 St & Park Ave","40.73827428","-73.98751968","19512","Subscriber","1991","2"
"1453","2013-10-01 10:00:02","2013-10-01 10:24:15","528","2 Ave & E 31 St","40.74290902","-73.97706058","473","Rivington St & Chrystie St","40.72110063","-73.9919254","18818","Customer",\N,"0"
"1039","2013-10-01 10:00:03","2013-10-01 10:17:22","212","W 16 St & The High Line","40.74334935","-74.00681753","493","W 45 St & 6 Ave","40.7568001","-73.98291153","14918","Subscriber","1974","1"
"1458","2013-10-01 10:00:07","2013-10-01 10:24:25","442","W 27 St & 7 Ave","40.746647","-73.993915","473","Rivington St & Chrystie St","40.72110063","-73.9919254","17856","Customer",\N,"0"
"296","2013-10-01 10:00:11","2013-10-01 10:05:07","168","W 18 St & 6 Ave","40.73971301","-73.99456405","476","E 31 St & 3 Ave","40.74394314","-73.97966069","16585","Subscriber","1988","1"
"793","2013-10-01 10:00:12","2013-10-01 10:13:25","519","Pershing Square N","40.75188406","-73.97770164","285","Broadway & E 14 St","40.73454567","-73.99074142","17665","Subscriber","1957","1"
"1147","2013-10-01 10:00:17","2013-10-01 10:19:24","317","E 6 St & Avenue B","40.72453734","-73.98185424","442","W 27 St & 7 Ave","40.746647","-73.993915","15761","Subscriber","1965","1"
"523","2013-10-01 10:00:20","2013-10-01 10:09:03","363","West Thames St","40.70834698","-74.01713445","362","Broadway & W 37 St","40.75172632","-73.98753523","17870","Subscriber","1956","1"
"891","2013-10-01 10:00:22","2013-10-01 10:15:13","445","E 10 St & Avenue A","40.72740794","-73.98142006","442","W 27 St & 7 Ave","40.746647","-73.993915","17226","Subscriber","1975","1"
"592","2013-10-01 10:00:23","2013-10-01 10:10:15","2006","Central Park S & 6 Ave","40.76590936","-73.97634151","484","W 44 St & 5 Ave","40.75500254","-73.98014437","18097","Customer",\N,"0"
"591","2013-10-01 10:00:23","2013-10-01 10:10:14","2010","Grand St & Greene St","40.72165481","-74.00234737","327","Vesey Pl & River Terrace","40.7153379","-74.01658354","15524","Subscriber","1957","1"
"677","2013-10-01 10:00:24","2013-10-01 10:11:41","404","9 Ave & W 14 St","40.7405826","-74.00550867","348","W Broadway & Spring St","40.72490985","-74.00154702","17272","Subscriber","1982","1"
"1371","2013-10-01 10:00:25","2013-10-01 10:23:16","317","E 6 St & Avenue B","40.72453734","-73.98185424","446","W 24 St & 7 Ave","40.74487634","-73.99529885","17570","Subscriber","1963","1"
"899","2013-10-01 10:00:30","2013-10-01 10:15:29","390","Duffield St & Willoughby St","40.69221589","-73.9842844","151","Cleveland Pl & Spring St","40.7218158","-73.99720307","16106","Subscriber","1969","1"
"267","2013-10-01 10:00:31","2013-10-01 10:04:58","303","Mercer St & Spring St","40.72362738","-73.99949601","377","6 Ave & Canal St","40.72243797","-74.00566443","18831","Subscriber","1985","1"
"315","2013-10-01 10:00:34","2013-10-01 10:05:49","168","W 18 St & 6 Ave","40.73971301","-73.99456405","472","E 32 St & Park Ave","40.7457121","-73.98194829","18103","Subscriber","1969","1"
"449","2013-10-01 10:00:34","2013-10-01 10:08:03","486","Broadway & W 29 St","40.7462009","-73.98855723","537","Lexington Ave & E 24 St","40.74025878","-73.98409214","16080","Subscriber","1985","2"
"419","2013-10-01 10:00:40","2013-10-01 10:07:39","486","Broadway & W 29 St","40.7462009","-73.98855723","357","E 11 St & Broadway","40.73261787","-73.99158043","17427","Subscriber","1963","1"
